Ticker,Dividend Yield (%),Price/Earnings,Price/Cash Flow,Average Market Cap ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform
SHDYX,0.87,14.7,6.08,2771,-3.4400000000000004,0
KMKAX,0.96,17.37,14.04,5617,-2.2700000000000014,0
COGVX,1.05,16.89,11.44,41383,-2.6899999999999995,0
PFSLX,1.51,14.71,11.74,6406,5.08,1
ASYMX,2.43,46.01,27.79,4568,17.159999999999997,1
TSLIX,0.49,13.41,6.05,2061,-9.13,0
FLYCX,0.96,19.19,15.28,109210,-4.600000000000001,0
GSMVX,0.67,18.16,11.54,6090,-5.880000000000001,0
VIEIX,1.46,20.34,13.03,7270,5.229999999999999,1
IBCGX,1.89,41.82,24.67,11234,7.349999999999998,1
OPMSX,0.87,21.23,12.48,17004,-3.9,0
JNVIX,0.95,19.04,12.75,14323,-2.0900000000000016,0
LMNSX,0.93,16.82,8.29,2439,-3.8300000000000014,0
OTIIX,1.56,21.06,14.2,4578,6.370000000000001,1
IPSIX,0.63,15.17,7.63,1899,-5.710000000000001,0
VLCGX,1.66,25.97,21.04,160626,6.3900000000000015,1
FEQIX,0.75,17.74,12.56,90730,-4.590000000000002,0
WLGAX,1.82,32.22,25.06,239768,7.3599999999999985,1
ABSYX,0.57,12.8,6.62,2475,-7.860000000000001,0
POGSX,0.94,21.63,16.6,77885,-2.210000000000001,0
PQIAX,0.85,19.32,13.96,79172,-3.7,0
TRTZX,0.67,16.2,9.29,10983,-4.920000000000001,0
DFSVX,0.43,11.89,5.28,1989,-8.38,0
ASLGX,1.75,32.73,24.02,329187,7.829999999999997,1
TRDIX,0.19,17.97,12.71,57166,-11.73,0
MNDIX,2.2,28.86,19.55,4364,14.939999999999998,1
PEIZX,0.59,16.93,13.0,89477,-7.450000000000001,0
BDSAX,1.29,18.46,10.28,2592,2.629999999999999,1
BRUNX,0.56,17.07,11.33,68384,-7.160000000000001,0
LCMRX,1.77,35.9,25.61,22858,6.800000000000002,1
MCVRX,0.7,15.68,9.76,13303,-6.300000000000002,0
AKRSX,1.64,29.21,23.25,59108,5.030000000000001,1
FMGKX,1.44,32.43,23.49,205608,2.51,1
VMGIX,1.66,35.03,25.14,26690,6.809999999999999,1
PPIMX,1.78,33.53,26.49,21035,6.9899999999999975,1
PABVX,0.69,16.81,10.3,12080,-5.590000000000002,0
CSIEX,1.72,28.81,22.35,106672,6.4099999999999975,1
LAVVX,0.59,16.15,12.81,64834,-7.030000000000001,0
DBMZX,2.62,48.92,25.32,10701,19.56,1
JGLYX,2.36,28.5,17.17,4844,16.02,1
OAZLX,0.49,15.83,12.23,73795,-11.21,0
IVKAX,0.46,14.06,8.59,59583,-10.19,0
HARSX,1.83,33.18,25.1,24700,7.07,1
TRBCX,1.78,32.58,25.28,281208,6.899999999999999,1
PCLVX,0.4,12.63,7.9,38209,-10.6,0
BRSDX,0.8,15.93,8.75,3031,-3.8800000000000012,0
ASCTX,0.44,19.44,10.23,2768,-9.04,0
SSCOX,0.96,22.89,14.64,3570,-2.990000000000001,0
SGGAX,1.91,28.99,25.89,175230,10.419999999999998,1
JSCNX,0.41,15.24,8.54,1803,-9.32,0
HAGIX,1.83,33.18,25.1,24700,7.09,1
UAVAX,0.38,14.88,10.11,45855,-10.78,0
KAUBX,1.72,36.89,18.18,14514,4.770000000000001,1
VVONX,0.71,13.52,6.49,10997,-9.44,0
VYMYX,0.69,17.13,10.0,7018,-5.550000000000002,0
QILGX,1.9,30.12,19.84,147896,9.260000000000002,1
STCIX,1.82,33.84,24.67,297428,7.32,1
FFILX,-0.08,16.42,13.3,35283,-14.32,0
MERDX,1.36,20.39,10.91,4167,2.9499999999999997,1
CVLVX,0.67,15.37,12.33,122614,-6.5600000000000005,0
GSVTX,0.65,20.07,14.86,88920,-6.710000000000001,0
FFQRX,2.23,52.92,30.45,213301,14.02,1
CPOCX,3.55,170.85,37.04,42148,33.28,1
IAXAX,1.71,32.6,24.25,21751,6.530000000000001,1
FRCCX,0.31,21.51,16.63,188817,-10.44,0
SFVWX,0.31,10.7,8.9,36515,-11.19,0
GDSTX,0.81,12.77,6.35,1680,-3.810000000000001,0
WLVOX,0.79,24.51,17.14,33482,-2.930000000000001,0
JMVSX,0.52,16.53,9.49,14611,-7.9300000000000015,0
RWGFX,1.55,26.33,22.0,145843,4.460000000000001,1
GCVTX,0.48,15.52,11.21,42444,-8.860000000000003,0
TRPWX,1.83,33.27,25.83,17571,8.129999999999999,1
ZDIVX,0.55,16.47,10.74,106629,-7.840000000000002,0
SDVWX,0.74,14.39,10.48,35808,-6.440000000000001,0
JDCRX,1.93,40.86,27.41,233213,8.809999999999997,1
TCEPX,1.28,21.52,15.39,99015,2.3100000000000005,1
BSCUX,1.86,38.33,22.95,7791,7.729999999999998,1
ESPAX,0.56,15.1,9.18,2144,-7.1400000000000015,0
FGSCX,1.59,30.91,18.92,16477,2.9000000000000004,1
VSCNX,0.67,15.64,8.65,3680,-5.920000000000001,0
TMFCX,0.48,16.38,10.0,10632,-9.56,0
RRMGX,1.45,24.89,21.96,18539,2.6999999999999997,1
PYSVX,0.5,13.53,6.58,1099,-9.05,0
SFDYX,0.65,15.29,9.55,14517,-6.190000000000001,0
KLCAX,1.74,38.33,23.76,91489,6.300000000000002,1
WSCYX,1.64,30.87,17.12,4520,6.869999999999997,1
GSMQX,2.1,35.85,27.15,9332,12.659999999999995,1
BUYIX,0.49,16.51,10.69,32802,-9.330000000000002,0
EIFGX,1.98,28.61,20.65,175159,9.659999999999997,1
NQCAX,0.48,15.16,10.58,46041,-9.96,0
FDSBX,0.1,14.99,10.54,67347,-13.82,0
JIVAX,0.53,13.83,9.5,42379,-8.18,0
GCGIX,1.54,27.62,19.82,169369,5.260000000000002,1
VSAGX,1.84,28.24,18.91,3660,8.260000000000002,1
DQIAX,0.76,15.5,11.84,141025,-5.370000000000001,0
QISGX,1.39,21.01,9.47,2083,2.7499999999999982,1
JUSPX,0.9,13.04,5.69,1648,-2.38,0
IBSSX,1.9,41.82,24.67,11234,7.699999999999998,1
MXEQX,0.65,16.23,9.79,59992,-6.5600000000000005,0
GWSIX,0.42,25.52,7.64,6638,-10.39,0
PJOQX,0.34,17.68,14.86,108824,-10.83,0
RTSCX,0.89,13.77,10.08,3887,-4.300000000000002,0
ICSFX,0.51,13.89,7.01,50662,-8.770000000000001,0
FTYCX,0.7,13.12,7.65,3172,-5.23,0
MSVCX,0.48,16.47,8.51,8462,-11.13,0
JRSAX,0.94,22.81,15.29,39972,-2.040000000000001,0
MATIX,0.93,19.56,16.59,65672,-4.030000000000001,0
BUFGX,1.63,34.99,22.54,202429,5.229999999999999,1
WHGSX,0.56,17.67,10.42,2124,-6.790000000000001,0
SASAX,0.74,14.64,9.21,1257,-4.57,0
PNSCX,2.07,32.47,22.75,4762,11.830000000000002,1
GUEIX,1.44,32.73,22.83,8887,3.649999999999999,1
BUYAX,0.47,16.51,10.69,32802,-9.82,0
SSHFX,0.62,17.92,11.09,44291,-7.630000000000001,0
GCSIX,0.82,12.77,6.35,1680,-3.53,0
CHCZX,2.08,35.66,24.79,9057,12.689999999999998,1
FGITX,0.8,16.3,11.73,95510,-5.000000000000001,0
WEMAX,2.23,38.97,22.14,3197,14.66,1
MSEGX,3.2,146.93,38.49,55810,27.73,1
GTSVX,1.9,38.12,22.33,6090,10.06,1
FSMLX,2.01,23.41,13.83,3833,11.799999999999995,1
KSCOX,1.15,15.67,11.81,2672,-3.240000000000001,0
ALAFX,2.07,30.93,22.71,252652,11.55,1
CMGSX,2.17,47.56,30.23,19574,10.84,1
VRTVX,0.61,11.75,6.82,1862,-4.9300000000000015,0
GTTUX,0.57,11.11,4.87,1388,-6.670000000000001,0
OALVX,0.61,17.12,12.98,84405,-7.4700000000000015,0
TNVIX,0.67,15.07,6.87,2471,-5.7200000000000015,0
IATAX,1.88,49.06,29.76,92797,9.209999999999997,1
VHDAX,0.7,16.83,10.7,41527,-5.32,0
JPLTX,0.58,17.88,11.24,48235,-7.250000000000001,0
BSGRX,1.71,25.46,15.05,3274,8.61,1
TGUSX,1.86,36.44,25.81,43533,7.699999999999998,1
SMMSX,2.0,32.6,16.45,95897,10.47,1
BRUDX,0.54,17.07,11.33,68384,-7.870000000000001,0
PRDSX,1.39,25.95,17.56,5890,2.8299999999999983,1
SMVFX,0.71,18.73,16.46,21513,-6.6800000000000015,0
HSMVX,0.7,11.79,7.93,1844,-5.45,0
IBGIX,1.92,41.82,24.67,11234,8.25,1
GXXAX,1.46,29.73,24.04,41349,3.02,1
SWLVX,0.65,17.88,11.99,63626,-5.7200000000000015,0
TILCX,0.65,16.58,12.61,68129,-6.370000000000001,0
LBWIX,0.5,14.44,10.33,73939,-8.33,0
PPQJX,1.75,33.53,26.49,21035,6.27,1
SSCTX,1.83,39.51,21.21,5640,8.16,1
WEQIX,0.98,28.56,21.7,136031,-3.650000000000001,0
TMDIX,1.74,28.71,22.42,20179,6.77,1
CGOAX,2.67,31.64,24.19,4904,22.290000000000006,1
FMEYX,1.78,26.69,25.39,18293,6.279999999999998,1
ASQCX,0.68,16.28,7.73,2529,-6.670000000000001,0
RMDAX,2.06,36.44,26.15,17283,11.77,1
IYVAX,0.69,14.59,8.88,48303,-7.750000000000001,0
PRAAX,0.44,17.08,12.21,19560,-9.48,0
INDCX,1.59,29.07,23.16,167146,3.7099999999999986,1
MPIRX,0.36,15.63,9.41,57293,-10.29,0
SLLAX,0.88,15.63,9.12,2387,-3.1100000000000003,0
USAAX,1.59,34.74,25.61,175688,4.449999999999998,1
CDGRX,0.52,21.81,14.52,30629,-7.670000000000001,0
BVDRX,0.14,17.88,11.47,3333,-11.36,0
MUSBX,0.95,20.16,15.07,158654,-3.2300000000000004,0
VWUSX,2.31,42.84,26.41,152935,15.580000000000002,1
PGBGX,1.98,35.33,26.59,229658,9.6,1
CVRFX,0.6,18.96,14.7,79485,-8.590000000000002,0
HGORX,2.26,39.86,25.43,89863,13.14,1
VYCBX,0.9,17.42,11.48,134945,-3.870000000000001,0
MLSCX,1.46,32.82,24.86,6298,4.129999999999997,1
MFVNX,0.99,20.59,16.57,118460,-3.5500000000000007,0
GGORX,1.85,33.62,27.01,23307,7.9899999999999975,1
CISIX,1.47,21.91,16.59,117286,4.889999999999999,1
FMCDX,1.05,16.62,9.94,6093,-2.120000000000001,0
VSFRX,0.49,13.04,7.34,2128,-8.780000000000001,0
HFMVX,1.42,21.48,14.48,7715,3.229999999999998,1
NSCAX,0.31,15.24,9.58,2632,-10.32,0
JVAQX,0.54,15.58,9.78,42966,-7.94,0
LCMGX,2.89,29.49,17.28,1948,25.29,1
ATDFX,0.32,12.79,11.19,8976,-11.41,0
IRLNX,1.9,30.48,23.48,462145,10.2,1
JVMAX,0.65,16.55,10.83,15038,-7.380000000000001,0
GALPX,1.39,24.83,19.28,179767,3.8000000000000007,1
JACNX,1.79,22.7,16.71,19870,7.280000000000001,1
EIVAX,0.8,17.18,12.92,107025,-5.6400000000000015,0
GTSYX,1.89,38.12,22.33,6090,9.81,1
SVFYX,0.81,15.95,9.87,60200,-2.860000000000001,0
OGGFX,2.36,28.5,17.17,4844,16.03,1
FEXKX,0.43,26.28,19.92,258025,-9.42,0
HNTVX,0.74,11.65,6.16,769,-4.460000000000001,0
JLGAX,1.65,38.3,27.37,121601,4.569999999999999,1
HSCSX,0.5,20.35,10.97,2834,-7.090000000000002,0
VEMPX,1.47,20.34,13.03,7270,5.25,1
DSMZX,1.39,19.34,13.56,5221,4.880000000000001,1
FIIAX,0.84,19.38,13.44,11225,-5.090000000000002,0
AADGX,0.66,21.85,16.11,14323,-4.990000000000001,0
IPESX,0.71,17.73,12.47,53629,-6.25,0
HACAX,2.2,49.49,30.51,253608,12.439999999999998,1
PMVBX,1.82,31.73,21.31,21639,8.719999999999999,1
AGOZX,2.44,55.04,35.89,6313,18.48,1
VEXAX,1.46,20.34,13.03,7270,5.209999999999999,1
LMCHX,0.46,16.67,11.75,11132,-8.05,0
AZSIX,0.7,15.61,9.5,744,-3.3800000000000012,0
RSGRX,1.57,35.24,25.16,176358,4.2799999999999985,1
CISGX,2.62,61.39,31.89,108768,17.71,1
FTVFX,0.78,13.01,7.56,7908,-6.28,0
JAPCX,0.51,17.88,11.24,48235,-8.870000000000003,0
OSGCX,2.3,28.5,17.17,4844,14.34,1
FGIOX,0.84,16.3,11.73,95510,-3.9700000000000006,0
AVURX,0.57,15.13,9.32,59084,-8.49,0
ALSRX,2.36,45.88,25.03,7887,17.13,1
MDDAX,0.52,14.91,10.56,74343,-8.64,0
QUACX,2.23,32.67,20.7,4555,15.220000000000002,1
WBSNX,1.66,22.23,16.6,2593,6.8599999999999985,1
DQIRX,0.78,15.5,11.84,141025,-4.860000000000001,0
UBVAX,0.59,13.01,7.19,2796,-8.430000000000001,0
GSSMX,0.47,17.09,9.48,3047,-8.75,0
PGRTX,1.89,31.56,20.23,4508,10.55,1
WPVLX,0.86,25.86,11.21,39329,-5.6800000000000015,0
LGOPX,1.88,41.07,25.53,21749,8.34,1
PXLIX,1.46,22.46,16.56,102208,4.1400000000000015,1
IRLAX,1.86,30.48,23.48,462145,9.14,1
CHDEX,0.37,16.62,11.35,108671,-9.2,0
PMFJX,0.88,19.67,11.59,6301,-2.5700000000000003,0
OEGCX,1.8,40.32,28.91,20068,6.789999999999999,1
HVEIX,1.34,25.51,19.65,185296,2.28,1
KMDVX,0.45,14.38,9.03,7969,-9.4,0
JGRJX,2.17,30.1,24.11,128578,13.13,1
IRUEX,0.38,18.7,10.37,1825,-6.990000000000001,0
FITIX,0.82,19.38,13.44,11225,-5.59,0
USNQX,2.19,30.3,21.86,332781,14.259999999999998,1
CFIMX,0.81,22.94,16.56,133113,-5.3500000000000005,0
JLVRX,0.78,13.96,9.26,26609,-5.9,0
LCEFX,0.55,17.61,9.81,47090,-6.08,0
NGDRX,1.61,27.27,21.75,124831,5.3599999999999985,1
RYVPX,1.69,29.2,19.16,1451,9.990000000000002,1
ANTDX,1.52,33.85,24.23,209571,4.309999999999999,1
IAXIX,1.75,32.6,24.25,21751,7.600000000000001,1
RRFDX,0.55,16.25,10.84,57158,-8.34,0
CGFCX,1.6,28.98,21.3,144040,4.929999999999998,1
PEQKX,0.54,17.47,12.34,36804,-7.0600000000000005,0
RSPKX,0.6,13.43,6.42,3106,-7.6400000000000015,0
VYCFX,0.92,17.42,11.48,134945,-3.3500000000000005,0
PQCCX,0.5,15.52,9.91,5730,-8.260000000000002,0
TEGYX,1.78,26.82,22.74,23121,6.089999999999996,1
SPMCX,0.64,15.81,10.57,10034,-9.18,0
LIMIX,1.6,32.88,24.25,56081,4.979999999999999,1
BRSJX,0.82,15.93,8.75,3031,-3.3800000000000012,0
GDIIX,0.56,11.79,8.74,84220,-8.32,0
FEFRX,0.37,22.95,17.97,190504,-11.0,0
GSWPX,2.14,35.85,27.15,9332,14.7,1
HOOCX,0.82,18.96,12.34,3219,-4.09,0
FRGSX,1.52,32.26,25.15,118730,3.2899999999999987,1
VAFIX,1.95,31.89,20.63,154246,9.29,1
ZVGNX,3.97,137.11,38.6,62304,34.93000000000001,1
SRVEX,0.85,17.94,14.33,72465,-3.5900000000000007,0
LKSCX,1.56,24.74,14.66,2625,5.629999999999999,1
AATSX,0.83,10.72,8.9,3998,-4.710000000000001,0
DVLRX,0.4,14.27,8.31,3378,-10.48,0
TCGRX,1.78,31.15,21.41,149515,7.940000000000001,1
WWIDX,0.69,10.01,13.31,59144,-5.760000000000002,0
CVFYX,0.65,18.96,14.7,79485,-7.270000000000001,0
HSUCX,1.78,34.36,24.27,145305,7.32,1
SLESX,0.12,14.67,8.83,35753,-11.19,0
CGQRX,1.42,23.38,17.54,172135,3.26,1
PGWAX,1.96,33.64,25.92,204556,9.39,1
POGCX,1.93,36.19,25.46,320423,8.639999999999997,1
FUMIX,1.44,31.08,22.82,188590,4.5299999999999985,1
TCGCX,1.72,31.15,21.41,149515,6.370000000000001,1
BPTIX,4.19,73.52,36.31,109415,40.56999999999999,1
LGLIX,2.64,48.96,32.45,96415,20.24,1
HEQFX,0.78,16.93,12.22,9333,-4.150000000000001,0
IIVAX,0.6,14.4,8.56,6211,-7.08,0
TGIGX,0.53,14.71,9.62,59604,-8.49,0
RSEJX,1.83,28.57,19.44,3914,8.14,1
PJORX,0.29,17.68,14.86,108824,-12.14,0
QNTIX,0.33,15.0,9.1,6085,-11.84,0
LAFPX,0.52,17.95,15.09,93311,-8.370000000000001,0
HHBUX,0.5,13.85,9.7,3376,-8.99,0
SCVJX,0.51,13.39,7.03,1518,-7.2200000000000015,0
PSSMX,0.85,17.36,8.81,1972,-2.140000000000001,0
FSTKX,0.64,15.88,10.42,40662,-7.100000000000001,0
FCVIX,0.62,10.35,5.44,2613,-5.54,0
EKJCX,1.88,40.83,27.43,98404,7.02,1
HFCSX,0.93,14.83,14.31,14604,-4.78,0
IVKIX,0.5,14.06,8.59,59583,-9.19,0
UINQX,2.19,30.3,21.86,332781,14.259999999999998,1
NBHIX,0.57,20.0,13.2,59896,-5.610000000000001,0
CPEAX,0.86,27.89,16.88,67784,-4.1000000000000005,0
FDSWX,0.17,14.99,10.54,67347,-12.1,0
BOSYX,0.77,16.98,8.59,2505,-4.450000000000001,0
JSGIX,1.71,31.2,23.79,233311,6.349999999999998,1
GSCGX,1.42,26.01,20.32,141916,2.509999999999998,1
GABPX,0.69,19.4,13.36,99528,-5.4300000000000015,0
GSCLX,1.5,27.62,19.82,169369,4.18,1
DHTAX,1.04,13.53,10.56,12247,-3.53,0
RGAFX,1.69,28.98,21.3,144040,7.2499999999999964,1
FRETX,0.71,18.9,12.58,137844,-6.520000000000001,0
TSFAX,0.83,8.0,12.8,3653,-4.770000000000001,0
PBQQX,1.36,23.08,15.21,42811,2.4699999999999993,1
VAFFX,1.97,31.89,20.63,154246,9.569999999999997,1
TILVX,0.65,17.35,11.66,61799,-5.66,0
TCCHX,1.32,21.02,15.62,86901,2.83,1
GVEYX,0.63,16.78,12.51,69439,-6.8500000000000005,0
BLYYX,1.55,25.9,16.86,64443,3.6,1
BMVSX,0.19,14.49,10.98,4019,-11.46,0
OILVX,0.63,17.12,12.98,84405,-6.940000000000001,0
GSQRX,0.45,17.09,9.48,3047,-9.260000000000002,0
PJFQX,2.24,49.8,30.55,249617,13.170000000000002,1
NFEAX,1.86,28.8,22.53,224021,8.59,1
QUARX,2.26,32.67,20.7,4555,16.03,1
HUDIX,0.41,14.39,8.65,42549,-9.46,0
SWSCX,0.59,13.62,7.6,2227,-6.5200000000000005,0
TSLTX,0.49,13.41,6.05,2061,-9.02,0
BIOUX,3.18,55.04,30.4,67411,28.33,1
IMANX,1.35,46.24,29.64,60529,2.25,1
MDKIX,0.89,19.65,11.6,6298,-2.27,0
MFULX,0.49,15.48,10.35,47535,-9.02,0
VYSZX,0.66,16.44,9.68,3045,-7.34,0
JAMVX,0.48,17.31,11.09,10204,-7.9300000000000015,0
JVTSX,1.54,28.41,16.89,4014,4.369999999999999,1
PMJAX,0.65,13.47,4.15,1830,-4.670000000000001,0
BMGKX,2.2,47.56,30.23,19574,11.549999999999995,1
DSCPX,1.41,3.25,12.87,2677,2.9600000000000013,1
WMGRX,2.19,36.12,25.83,21262,12.849999999999998,1
PEQNX,0.74,16.32,11.99,77240,-5.880000000000001,0
FMSTX,0.65,15.88,10.42,40662,-6.65,0
BAFWX,2.02,39.03,29.27,102955,10.95,1
PJDCX,0.97,21.41,16.56,86534,-3.390000000000001,0
BEQAX,1.01,19.39,14.2,94926,-2.180000000000001,0
TSPRX,1.49,41.48,23.33,3382,4.049999999999999,1
SCECX,0.76,17.88,9.58,3632,-3.95,0
MOTYX,1.79,30.77,23.8,18099,6.82,1
CGRNX,0.54,13.82,6.62,63265,-9.03,0
MADAX,0.86,18.94,15.3,121126,-4.0200000000000005,0
TCMHX,1.83,33.27,25.83,17571,8.0,1
WMGYX,2.22,36.12,25.83,21262,13.65,1
CBMYX,0.79,13.96,9.33,7898,-5.57,0
LTFOX,0.57,17.95,15.09,93311,-7.32,0
MPILX,0.37,15.63,9.41,57293,-9.96,0
MPGLX,1.59,27.25,19.76,256718,4.919999999999998,1
STSOX,0.43,17.45,11.31,5813,-9.45,0
BVPIX,0.5,14.98,8.88,41703,-8.99,0
MNRGX,1.38,22.09,14.85,153558,2.8999999999999986,1
VHIAX,2.2,30.1,24.11,128578,13.709999999999996,1
MSSYX,2.16,20.72,12.37,4584,13.69,1
RYPRX,1.05,23.15,17.83,4361,-2.040000000000001,0
JIGZX,1.41,22.97,17.11,201243,2.75,1
ANODX,2.17,27.85,17.1,4039,13.779999999999998,1
LADYX,2.76,37.43,25.73,5286,24.27,1
SNXFX,1.3,22.78,16.46,131662,2.6499999999999986,1
BGRUX,1.92,38.85,28.22,13352,8.149999999999999,1
MKFOX,2.1,45.51,28.14,203435,10.989999999999998,1
VMVIX,0.6,15.8,10.37,19074,-6.840000000000002,0
FLCNX,1.6,29.31,23.42,244453,5.01,1
ABSAX,0.55,12.8,6.62,2475,-8.600000000000001,0
APDSX,2.6,53.04,29.59,7157,19.75,1
PSGAX,2.36,38.95,27.86,6245,15.819999999999995,1
DFDPX,1.91,41.18,25.86,45994,8.25,1
ACFNX,2.76,45.28,28.94,97420,21.3,1
ZSCCX,0.4,15.26,10.7,1408,-9.87,0
JGACX,2.15,30.1,24.11,128578,12.57,1
SSPSX,1.8,26.02,21.9,277608,8.489999999999998,1
MFVZX,1.04,20.59,16.57,118460,-2.1000000000000014,0
LDFVX,0.56,16.15,12.81,64834,-7.6800000000000015,0
COPLX,1.17,19.78,11.92,67578,-3.4700000000000006,0
WMGCX,2.16,36.12,25.83,21262,11.97,1
NEOMX,0.55,41.2,27.73,17247,-5.940000000000001,0
GQESX,1.37,24.22,17.96,216933,3.1999999999999997,1
GGOIX,1.89,33.62,27.01,23307,9.27,1
PCMVX,0.67,16.81,10.3,12080,-5.92,0
GBSYX,0.79,23.0,16.76,3332,-3.8400000000000007,0
LMMRX,0.91,20.5,15.87,153878,-3.9300000000000006,0
IATIX,1.89,49.06,29.76,92797,9.689999999999998,1
FDTIX,1.34,24.98,19.22,142746,2.25,1
ATVIX,1.07,14.71,7.72,1895,3.76,1
BAGAX,2.0,37.33,28.19,114380,8.829999999999998,1
FSMVX,0.27,12.69,7.34,9798,-10.07,0
PXSGX,2.38,38.95,27.86,6245,16.43,1
JVMTX,0.65,16.55,10.83,15038,-7.15,0
NSNCX,2.14,30.3,20.45,4756,13.7,1
MAISX,0.52,15.15,7.63,5048,-8.860000000000003,0
JNMCX,0.48,17.7,11.1,10030,-8.010000000000002,0
NBDRX,0.99,20.01,15.5,142922,-2.8100000000000014,0
ARGFX,0.8,12.41,8.25,6303,-5.830000000000001,0
ONRDX,1.0,25.42,17.74,173857,-2.400000000000001,0
MEGBX,1.79,36.42,27.71,226023,6.449999999999998,1
PEQCX,0.74,16.32,11.99,77240,-5.880000000000001,0
PGBEX,1.95,35.33,26.59,229658,8.909999999999998,1
LEICX,0.46,20.69,12.91,56490,-10.35,0
JDPAX,0.46,17.7,11.1,10030,-8.610000000000001,0
OIEFX,0.71,18.57,13.89,90410,-6.1400000000000015,0
JFRNX,2.0,40.86,27.41,233213,10.439999999999998,1
TWQAX,0.4,18.17,13.24,96739,-10.3,0
AFALX,0.77,13.45,9.64,32504,-5.990000000000001,0
RFNAX,0.95,18.82,15.27,104576,-3.4700000000000006,0
AFICX,0.95,18.82,15.27,104576,-3.400000000000001,0
DVIPX,0.51,13.72,14.0,77327,-8.030000000000001,0
DNVYX,0.9,15.37,15.72,129640,-3.910000000000001,0
WEQRX,0.96,28.56,21.7,136031,-3.94,0
SSMEX,0.64,17.88,9.58,3632,-4.990000000000001,0
STSAX,0.99,19.88,13.87,7540,-4.510000000000002,0
IASSX,0.63,15.59,9.21,8875,-6.750000000000001,0
MAAAX,0.9,19.56,16.59,65672,-4.550000000000002,0
HNACX,2.2,49.49,30.51,253608,12.61,1
LMIYX,2.97,29.49,17.28,1948,26.51,1
IASAX,0.61,15.59,9.21,8875,-7.260000000000002,0
SPWYX,1.82,33.0,22.01,4256,8.619999999999997,1
CLSPX,1.71,32.22,26.56,18646,7.220000000000002,1
CLRYX,1.89,28.8,22.53,224021,9.38,1
FETKX,0.61,13.61,9.74,45828,-6.65,0
MGOTX,0.87,22.77,18.24,18598,-5.24,0
HRSMX,2.03,30.72,14.45,3140,13.13,1
FIVVX,0.53,15.96,11.3,12438,-8.5,0
IICHX,0.94,19.15,12.76,155937,-3.530000000000001,0
WOOSX,0.8,23.4,16.44,8367,-4.760000000000002,0
CSGYX,2.7,31.64,24.19,4904,23.22,1
FTXFX,1.99,25.61,17.5,4140,12.080000000000002,1
ACVIX,0.85,14.86,7.58,2270,-3.7500000000000013,0
PSTAX,2.04,43.56,29.74,112200,8.440000000000001,1
GQEFX,1.38,24.22,17.96,216933,3.3100000000000005,1
OGRIX,0.6,13.82,6.62,63265,-7.7200000000000015,0
EPLPX,0.55,17.24,12.12,80376,-7.27,0
CWCFX,1.5,23.29,13.56,19944,7.52,1
AWSHX,0.88,18.07,12.6,117267,-3.1500000000000004,0
SUVAX,0.21,13.15,6.57,39815,-13.02,0
CZMGX,1.77,31.37,24.7,192769,6.9899999999999975,1
TRPSX,1.26,21.5,15.35,81723,2.1,1
ADVGX,0.71,19.75,11.69,33038,-6.33,0
WPASX,1.66,27.95,22.31,100343,5.399999999999999,1
AMPAX,0.46,12.96,6.84,8740,-11.53,0
MVCHX,0.72,15.68,9.76,13303,-5.800000000000002,0
MNDGX,2.12,28.86,19.55,4364,12.689999999999998,1
OAZMX,0.9,15.29,9.81,64126,-5.120000000000001,0
HRVIX,0.79,17.18,9.31,1752,-3.3599999999999994,0
MSSVX,2.13,20.72,12.37,4584,12.829999999999998,1
LBRTX,0.9,16.82,8.29,2439,-4.66,0
UMBHX,1.54,26.75,17.7,3188,6.190000000000001,1
FMGGX,2.12,45.97,29.51,17088,13.29,1
HMVTX,0.56,16.46,12.54,8695,-7.360000000000001,0
AUXFX,0.69,17.54,10.32,105553,-6.370000000000001,0
LMCQX,0.41,16.67,11.75,11132,-9.43,0
USLYX,1.86,32.31,25.95,151131,8.280000000000001,1
FVLCX,0.21,13.69,8.49,68687,-13.12,0
RICCX,0.9,20.09,14.57,165629,-3.5600000000000005,0
FMPEX,0.18,12.69,7.34,9798,-12.14,0
OEGNX,1.84,40.32,28.91,20068,7.849999999999998,1
HDSVX,0.68,13.34,4.82,901,-8.170000000000002,0
DFRIX,3.01,43.64,29.76,10908,21.93,1
TQSAX,0.9,19.64,12.93,6464,-3.4800000000000004,0
INSAX,1.1,55.99,28.64,44085,-3.390000000000001,0
ALGYX,2.09,30.93,22.71,252652,12.29,1
IDAEX,0.91,19.76,14.35,44692,-2.9000000000000004,0
PMBPX,1.46,23.06,20.49,22908,2.28,1
CDGIX,0.91,18.81,15.62,102852,-4.110000000000001,0
WDSCX,2.25,47.26,27.95,12355,12.25,1
LAMGX,2.97,29.49,17.28,1948,26.299999999999994,1
HDCTX,0.43,14.7,11.66,83547,-7.050000000000002,0
LVOAX,0.8,19.47,15.3,6988,-3.7600000000000007,0
KCGIX,1.58,27.67,22.24,170183,5.6999999999999975,1
SSDCX,1.0,19.8,12.03,3646,-2.97,0
WLGRX,1.78,32.22,25.06,239768,6.530000000000001,1
HSLRX,1.5,23.53,15.83,3893,3.129999999999999,1
HNVRX,0.85,20.34,11.56,4203,-3.82,0
PPQMX,1.73,33.53,26.49,21035,5.7499999999999964,1
VIVIX,0.7,16.44,11.44,93077,-5.15,0
YOVIX,1.3,20.73,11.04,3507,5.089999999999998,1
VMCRX,1.63,32.41,23.25,21320,5.6400000000000015,1
